Job Title,Description,District,Work Mode
Analista Programador JAVA,"💡 DÉJANOS CONTARTE LO QUE NOS HACE GENUINE 💙
Buscamos profesionales que quieran reinventarse cada día 🔄, que lleven los retos en el ADN 🧬 y que sientan una pasión genuina por la tecnología 💻✨.
Eso es lo que nos hace únicos, auténticos y diferentes 🚀.
¿QUÉ ESTAMOS BUSCANDO?
Estamos en la búsqueda de un Desarrollador Java especializado en el sector financiero para desarrollar y mantener aplicaciones críticas bancarias.
Funciones:
Desarrollar microservicios en Java 8/11/17/21 con Spring Framework y Spring Boot
Implementar integraciones con proveedores SaaS mediante APIs RESTful y buenas prácticas
Diseñar arquitecturas siguiendo patrones DDD, TDD y Arquitectura Hexagonal
Gestionar APIs utilizando Apigee y buses de servicio como Jboss Fuse
Aplicar desarrollo seguro con SonarQube, OAuth2.0 y ciclo de desarrollo seguro
Colaborar en metodologías ágiles y aplicar mejores prácticas de desarrollo de software
Requisitos:
3 años mínimos en sistema financiero o cargos de similar responsabilidad
Experiencia sólida en Java 8/11/17/21 con manejo avanzado de Spring Framework, Spring Boot y Quarkus para desarrollo de aplicaciones empresariales.
Conocimiento de Go será valorado como plus adicional.
Experiencia práctica implementando microservicios y arquitecturas distribuidas, aplicando patrones DDD, TDD y Arquitectura Hexagonal, junto con patrones de diseño como Clean Code, Singleton, Builder y Proxy.
Experiencia desarrollando integraciones con proveedores SaaS mediante APIs RESTful siguiendo buenas prácticas, manejo de API Management con Apigee y conocimiento de buses de servicio como Jboss Fuse.
Conocimiento de servidores de aplicaciones como Apache Tomcat y Jboss, experiencia con contenedores Docker y Kubernetes, manejo de herramientas DevOps como Azure Repos y Git, y familiaridad con herramientas de monitoreo como Dynatrace y ELK Stack.
Experiencia trabajando con bases de datos Redis, DB2 y SQL Server, incluyendo optimización de consultas y mejora de performance en entornos de alta concurrencia.
Experiencia implementando pruebas unitarias con JUnit y Mocks, conocimiento del ciclo de desarrollo seguro usando SonarQube y OAuth2.0, y aplicación práctica de metodologías ágiles en proyectos de desarrollo.
Disponibilidad hibrida en Miraflores, Lima
PORQUE EN ENTELGY TODO COMIENZA CONTIGO
Únicos, Reales, Auténticos, Diferentes……
Somos 100% GENUINE.
Nuestra cultura se vive en el día a día, somos como una gran familia y formamos Entelgy Family, donde podrás participar en diferentes actividades, eventos, retos y mucho más. También tenemos un conjunto de iniciativas orientadas a potenciar que tengas una vida sana y equilibrada, nuestro compromiso de contribuir a nuestra sociedad con iniciativas para el Cuidado del medio ambiente, Voluntariado comunitario, Sensibilización sobre personas vulnerables, etc. Health & Wellness, Responsabilidad Social, Programa para el Cuidado del Medio Ambiente.
ASÍ ES COMO PONEMOS TODO NUESTRO TALENTO EN POTENCIAR EL TUYO
Ven para formar parte de nuestro equipo, y descubre que no es sólo lo que hacemos, sino cómo lo hacemos. ¡Atrévete a vivir una experiencia Genuine!
Proyectos retadores para grandes clientes: Trabajarás en proyectos de gran relevancia para nuestros clientes, junto a un gran equipo de profesionales desde el primer día.
Un progreso acelerado: Tu crecimiento estará garantizado y potenciado. Vamos contigo en lo que necesites.",Lima,Híbrido
Analista programador,"La Universidad de San Martin de Porres te invita a participar en la selección de un analista programador:
Requisitos:
Titulado o Bachiller de la carrera profesional de Ingeniería de Computación y Sistemas.
Office nivel avanzado.
Programas requeridos:
Asp .NET
PHP
Wordpress
SQL Server
SCRUM y/o otros lenguajes de programación
Funciones Específicas:
Analizar, diseñar, desarrollar e implementar sistemas de información según las necesidades del Centro.
Desarrollar aplicaciones web.
Determinar la factibilidad técnica de los requerimientos de los usuarios y las propuestas de implementación de los sistemas de información.
Elaborar y actualizar los manuales técnicos y de usuario de los sistemas de información asignados.
Registrar en el sistema el avance las labores asignadas por su jefe inmediato.
Elaborar reportes periódicos del avance en los proyectos asignados.
Brindar soporte técnico de segundo nivel a los incidentes escalados por la mesa de servicios de TI.
Capacidad para trabajar en equipo.
Condiciones Laborales:
Remuneración S/ 2,200 - S/ 3,000 (según evaluación).
Horario: Lunes a Viernes de 9:00am - 5:45pm
Lugar de trabajo: Jesús María",Jesús María,Presencial
Programador de Inteligencia Artificial,"Analista de Desarrollo de Inteligencia Artificial
Resumen
Estamos buscando un Analista de Desarrollo de Inteligencia Artificial para unirse a nuestro equipo. El objetivo principal de la posición es el desarrollo de soluciones basadas en Inteligencia Artificial, el diseño y la ejecución de automatizaciones e integraciones mediante el consumo de APIs REST, Webhooks y estructuras JSON. Además, se espera la construcción de herramientas internas que permitan escalar procesos y optimizar la eficiencia operativa. Modalidad Remota.
Responsabilidades
Desarrollar soluciones basadas en Inteligencia Artificial
Diseñar y ejecutar automatizaciones e integraciones mediante el consumo de APIs REST, Webhooks y estructuras JSON
Construir herramientas internas para escalar procesos y mejorar la eficiencia operativa
Documentar, mantener y optimizar los desarrollos realizados
Colaborar estrechamente con los equipos de desarrollo, IA y negocio
Requisitos
Estudios técnicos o universitarios (en curso o concluidos) en Ingeniería de Sistemas, Ingeniería Electrónica, Software, Computación o carreras afines
Sólidos conocimientos de programación, preferentemente en JavaScript, Python,
Experiencia trabajando con integración de APIs y manejo de datos en formato JSON
Interés y entendimiento de los modelos de Inteligencia Artificial y su aplicación práctica
Experiencia con herramientas de integración y automatización como Make (Integromat), Zapier o n 8n
Capacidad para aprender de forma autodidacta y adaptarse rápidamente a nuevas tecnologías",Lima,Presencial
Desarrollador Full Stack,"Desarrollador Full Stack Resumen
Buscamos un Desarrollador Full Stack con experiencia en el desarrollo de aplicaciones web. El candidato ideal tendrá un sólido conocimiento de lenguajes de programación como PHP, Python, JavaScript, Java, y experiencia con frameworks como Laravel y Además, deberá tener experiencia en el diseño y desarrollo de APIs RESTful y en el manejo de bases de datos como MySQL o PostgreSQL.
Responsabilidades
Desarrollar y mantener aplicaciones web utilizando las tecnologías mencionadas.
Diseñar e implementar APIs RESTful para la comunicación entre el frontend y el backend.
Trabajar en estrecha colaboración con otros desarrolladores y equipos para entregar productos de alta calidad.
Participar en el diseño de la arquitectura de las aplicaciones.
Realizar pruebas unitarias y de integración para garantizar la calidad del código.
Mantenerse actualizado con las últimas tecnologías y tendencias en desarrollo de software.
Requisitos
Licenciatura en Ciencias de la Computación o campo relacionado.
Mínimo de 3 años de experiencia en desarrollo de software.
Sólido conocimiento de lenguajes de programación como PHP, Python, JavaScript, Java.
Experiencia con frameworks como Laravel y
Experiencia en el diseño y desarrollo de APIs RESTful.
Experiencia en el manejo de bases de datos como MySQL o PostgreSQL.
Conocimientos de HTML, CSS y JavaScript.
Experiencia con herramientas de gestión de versiones como Git.
Capacidad para trabajar de forma independiente y como parte de un equipo.",,Presencial
Desarrollador FullStack (Lenguaje Go y React Native),"SOFTWARE ENTERPRISE SERVICES
Somos una empresa peruana de Tecnologías de la Información y Comunicaciones, que cuenta con amplia experiencia en la prestación de servicios informáticos mediante Outsourcing TI y Fábrica de Software, para clientes nacionales e internacionales, asegurando la calidad de servicio con sólidos procesos estandarizados en un sistema integrado de gestión. Nos encontramos en la búsqueda del mejor talento para ocupar la siguiente posición
Desarrollador FullStak (Lenguaje Go y React Native)
Requisitos:
Bachiller/Título en Ingeniería en Sistemas, Informática, Software, Ciencias de la Computación o afines (Indispensable).
Experiencia mínima de 3 años en posiciones similares (Indispensable).
Experiencia en dominio del lenguaje Go, Modules (go.mod, go.sum), REACT Native-Expo 54 y Framework Fiber (Nivel avanzado-Indispensable).
Manejo de servicios web y APIs RESTful, manejo de JSON, HTTP y dominio de protocolos HTTPS (Nivel avanzado – Indispensable).
Programación concurrente (Nivel intermedio – Deseable).
Manejo de Docker y Kubernetes para contenerización y orquestación de servicios (Nivel intermedio – Deseable).
Experiencia en CI/CD, integración y despliegue continuo con GitLab (Nivel intermedio – Deseable).
Conocimientos de Metodología Ágil Scrum (Nivel intermedio – Deseable).
Competencias blandas:
Comunicación asertiva
Proactividad
Trabajo en equipo",Lima,Híbrido
"Programador Full Stack (Java, React)","En Valtx, empresa con 24 años de experiencia en el mercado peruano, cuyo objetivo principal es convertirse en un socio estratégico, mediante soluciones tecnológicas en los diversos aspectos de los procesos de negocios; el desarrollo, implementación y mantenimiento de aplicaciones e infraestructura tecnológica para el negocio; y consultoría en diversos procesos de transformación, nos encontramos en la búsqueda de un Programador Full Stack
Desarrollar aplicaciones web y mobiles que cumplan buenas practicas de programación y desarrollo seguro (Indispensable)
Elaborar documentación técnica resultante de la implementación de requerimientos
Especificar, diseñar y mantener mecanismos para almacenar y acceder a datos.
Garantizar la integración y despliegue continuo de los requerimientos implementados
Implementar soluciones de IA para desarrollar features como chatbots, reconocimiento de imágenes o procesamiento de documentos.
¿Qué requisitos necesito?
- Egresado técnico o bachiller universitario en Ingeniería de Sistemas, Informática, Computación o carreras afines.
- 3 años en integración y desarrollo de aplicaciones como fullstack
- 1 año de experiencia en proyectos del sector financiero (deseable)
Conocimientos técnicos requeridos:
1) Frontend: Dominio Obligatorio en React, NextJS,
2) Backend: Dominio Obligatorio en Java, Python (Deseable: Nodejs, Nestjs)
3) Bases de Datos: Conocimiento en MongoDB, Firebase, MySQL y SQL Server
4) Infraestructura y DevOps:
Manejo de pipelines CI/CD (GitHub Actions, Jenkins, etc.).
Conocimiento en contenedores (Docker, Kubernetes).
Deseable:
APIs de Cloud: OpenAI API, Google Gemini, Azure AI Services, AWS Bedrock/AI Services.
Frameworks de integración: LangChain, LlamaIndex.
Bibliotecas de ML: Hugging Face transformers, TensorFlow Lite, PyTorch (para inferencia)
Conocimiento de estándares de seguridad (OWASP).
Manejo de herramientas DevOps (Docker, Kubernetes, Jenkins) para automatización de despliegues.
-Disponibilidad para trabajar bajo modalidad presencial de L-V en San Borja
¿Por qué Valtx?
Porque creemos que el talento se potencia con propósito. En Valtx no solo desarrollamos tecnología, transformamos negocios y acompañamos a nuestros colaboradores en su desarrollo profesional, promoviendo una cultura colaborativa, cercana y orientada a la excelencia.
¿Estás listo para construir soluciones que marcan la diferencia?
Postula hoy y forma parte de un equipo que evoluciona contigo.",San Borja,Presencial
Desarrollador FullSatck - Enfoque en Frontend,"En FRACTAL, consultora TI peruana con más de 10 años de experiencia en el mercado nacional e internacional, nos encontramos en búsqueda de un(a) Desarrollador Fullstack con experiencia en CMS para colaborar en modalidad híbrida en un proyecto con uno de nuestros clientes nacionales.
Requisitos
Frontend:
Formación universitaria culminada en Ingeniería de Sistemas, Software, Computación e Informática o carreras afines.
2 a 3 años de experiencia en el puesto y desarrollando con JavaScript y TypeScript.
Experiencia en desarrollo de interfaces con React
Manejo de estado y asincronía (Zustand, React Query, Axios)
Creación de UI responsiva y accesible (Tailwind, Radix)
Validación de datos y formulatrio /React Hook Form, Zod)
Visualización de datos (gráficos, fechas, Excel)
Optimización y buenas prácticas de código (linting, tipado, git)
Despliegue en la nube (AWS S3 para hosting)
Backend (Básico):
Conocimientos en al menos un lenguaje de backend (Python, Node.js, etc.).
Familiaridad con frameworks como Django, Flask, Express
Conocimientos en Base de datos Relacionales y No Relacioales SQL.
Experiencia básica en diseño y consumo de APIs REST.
Entendimiento de conceptos de arquitectura cliente-servidor y HTTP.
Conocimientos básicos en Docker.
Familiaridad con servicios en la nube (AWS, o Azure).",Lima,Híbrido
Desarrollador/ Líder Técnico,"En Protiviti Perú buscamos un Desarrollador de Software con experiencia liderando equipos y que quiera dar el salto profesional como Lider Tecnico para uno de nuestros clientes del sector de telecomunicaciones.
Principales funciones:
Liderar al equipo técnico en el desarrollo de soluciones digitales.
Diseñar y supervisar arquitecturas sostenibles y escalables.
Gestionar la implementación de microservicios e integración de sistemas.
Colaborar con equipos de negocio, arquitectura y producto.
Requisitos:
Bachiller o egresado en Ingeniería de Sistemas, Informática o afines.
Conocimientos en: Python, Angular, JavaScript, Docker, APIs REST, pruebas automatizadas.
Experiencia en diseño de arquitecturas escalables y microservicios.
Ofrecemos:
Proyecto de 3 meses (Renovable)
Presencial 100% en Sta Catalina,La Victoria ( 15min de la estación Cultura)
Lunes a viernes de 9:00 a. m. a 6:00 p. m.
Tipo de contrato: Locación de servicios (RxH)
Se entrega equipo.",La Victoria,Presencial
Desarrollador Java Senior (Azure) - Temporal,"More digital. More human. More Minsait.
Somos una empresa líder global de tecnología y consultoría digital que conecta personas, tecnología y negocios para generar crecimiento, transformación e impacto positivo y sostenible.
Buscamos Desarrollador Java Senior (Azure) - Temporal con ganas de trabajar en nuestros equipos multidisciplinares.
¿Cuál es el reto que te proponemos?
Estarás en contacto continuo con las novedades tecnológicas, impulsando la transformación digital.
Participarás en proyectos y desarrollos que tienen una alta visibilidad y que marcan la diferencia con soluciones disruptivas y especializadas para toda la cadena de valor.
¿Qué esperamos por tu parte?
Ingeniería de sistemas, informática, Industrial o afines.
Contar con mínimo 4 a 5 años de experiencia en:
Core:
Conceptos: Clean code, SOLID, TDD, Patrones GoF
Prácticas: Refactoring, Code Review, Unit Test, documentación con UML
Programación: Clases, objetos, colecciones, archivos, flujos, operadores.
POO: abstracción, interfaces, composición, polimorfismo, herencia
Java: JDK 8, JDK 11.
Git: checkout, ramas, tags, conflictos, merging
SQL: tablas, columnas, consultas básicas, agregación, planes de ejecución
Pruebas unitarias: JUnit, Mockito, Lombok
Spring Boot
Conceptos de microservicios
Autenticación con OAuth2s y JWT
Conceptos y servicios en la nube: storage, computing, networking
Conceptos de CI/CD, devops y pipelines
Programación en shell: Bash, Z shell o PowerShell
Java: Genéricos, excepciones, JDBC, networking
Multi-threading: coordinación, bloqueo, IPC, recursos compartidos
Patrones de concurrencia y mejora de rendimiento
Patrones de refactoring, patrones de SOA
Git: reset, revert, merge vs. rebase, log
SQL: consultas anidadas, funciones de agrupación, tablas temporales
Diseño de BD relacional: vistas, vistas materializadas, procedimientos almacenados, funciones
Pruebas unitarias
Relevant:
Programación reactiva (Rx Java, Webflux)
Web Services SOAP, REST, JSON, XML, Swagger, OpenAPI
Spring Boot y JPA
Diseño de aplicaciones y APIs serverless
CI/CD: pipelines automatizados, YAML
Protocolos de encriptación y seguridad, llave pública y privada
Programación en shell: variables de ambiente, argumentos, bucles y condiciones
Concepto de base de datos NO-SQL, MongoDB
Condiciones laborales:
Modalidad: Hibrido (presencial martes y jueves) en Los Chorrillos o La Molina.
Horarios: De lunes a viernes de 9 am a 6 pm.
Contrato temporal 3 meses
Motivos por los que te encantará ser un #Minsaiter:
Planilla desde el día 1
Carrera profesional y acceso a plataforma de capacitación adaptada a tus necesidades y motivaciones.
EPS cubierta al 100%",Lima,Híbrido
Programador BMS - Automizador,"More digital. More human. More Minsait.
Somos una empresa líder global de tecnología y consultoría digital que conecta personas, tecnología y negocios para generar crecimiento, transformación e impacto positivo y sostenible.
Buscamos Programador BMS con ganas de trabajar en nuestros equipos multidisciplinares.
¿Qué esperamos por tu parte?
Experiencia mínima de 2 años en sistemas SCADA y/o BMS para control y monitorización de sistemas electromecánicos.
Conocimientos en redes IP y experiencia en sistemas electromecánicos.
Experiencia como programador/desarrollador en alguna de estas herramientas de Schneider Electric: PME (Power Monitoring Expert) PSO (Power SCADA Operation) EBO (EcoStruxure Building Operation)
Deseable:
Programación en otros SCADA/BMS.
Experiencia con redes TCP/IP.
Funciones:
Programación y desarrollo de sistemas SCADA/BMS.
Control y monitoreo de sistemas electromecánicos.
Colaboración con ingenieros y técnicos en sala de control.
Participación en proyectos de automatización de edificios e infraestructura eléctrica.
Modalidad de Trabajo:
100 % Presencial en Lima, Perú.",Lima,Presencial
Desarrollador Java Mobile,"Fundado en París en 1895 y con más de 100 años de experiencia en la enseñanza de las artes culinarias y hospitalidad, en la actualidad Le Cordon Bleu tiene 40 escuelas en más de 20 países, con un promedio de 30 millones de alumnos en todo el mundo con más de 70 de nacionalidades lo que hace de Le Cordon Bleu tu pasaporte al mundo. En Perú La Red Educativa Le Cordon Bleu está conformado por 2 unidades de negocio principales, la Universidad Le Cordon Bleu con 4 carreras orientadas a la gestión, técnicas alimentarias y el turismo. El Instituto Le Cordon Bleu con 5 carreras profesionales enfocadas en servicio de la gastronomía, hotelería y bar. Le Cordon Bleu Perú los invita a ser parte de este mundo de experiencias y creatividad.
Le Cordon Bleu, la Red Educativa líder en formar profesionales de excelencia en el mundo de la gastronomía y la hospitalidad está buscando integrar en su equipo a un(a) Analista Desarrollador Java- Mobile que debe cumplir con los siguientes criterios:
Objetivo del Puesto
Analizar, desarrollar, implementar y mantener soluciones de software en lenguaje Java, asegurando la calidad técnica del código, la usabilidad funcional y el cumplimiento de los requerimientos establecidos por las áreas usuarias, así como la documentación y trazabilidad del proceso de desarrollo.
Funciones:
Analizar los requerimientos funcionales entregados por el Líder de Desarrollo o el Analista Funcional.
Diseñar las estructuras lógicas y técnicas para el desarrollo de funcionalidades asignadas.
Desarrollar código Java backend, móviles kotlin según estándares técnicos definidos, incluyendo pruebas unitarias y validaciones internas.
Realizar pruebas funcionales en el entorno de desarrollo y participar en las pruebas integradas.
Elaborar documentación técnica de los módulos desarrollados (comentarios, manuales, diagramas).
Ejecutar los pases de versión y actualizaciones bajo supervisión, respetando protocolos definidos.
Realizar mantenimiento correctivo, adaptativo y evolutivo sobre módulos ya implementados
Participar en la planificación y estimación de tiempos de desarrollo dentro de proyectos asignados.
Registrar el avance de tareas, incidentes y entregables en herramientas definidas por la Dirección de TI.
Aplicar buenas prácticas de codificación, seguridad, escalabilidad y control de versiones.
Coordinar permanentemente con el equipo de base de datos y otros desarrolladores para garantizar integridad e integración
Competencias
Planificación y organización
Iniciativa
Comunicación
Trabajo en equipo
Capacidad de análisis y de síntesis.

Requisitos:
Bachiller/Licenciado universitario en Ingeniería de Sistemas, Informática o afines.
Experiencia de 2 años en desarrollo de software en entornos organizacionales
Mínimo 1 año desarrollando soluciones backend en lenguaje Java
Experiencia en Kotlin
Deseable Certificación en Java SE/EE (Oracle u otra reconocida), fundamentos de desarrollo seguro.",Lima,Presencial
Analista Programador Java Cloud Senior,"Importante empresa, del sector farmacéutico se encuentra en búsqueda del mejor talento para cubrir la posición:
(1) Analista Programador Java Cloud Senior
Requisitos:
Técnico/Universitario egresado en Ingeniería de Sistemas, Informática o afines.
3 años de experiencia en desarrollo de software con Java 17, Java Script y programación React.
Experiencia en angular y node js.
De 1 a 3 años de experiencia en arquitectura de microservicios.
Conocimiento avanzado de Base de Datos en Oracle (indispensable)
Desarrollo en Angular y Java Spring Boot.
Desarrollo en BD mongo
Desarrollo en BD PostgreSQL (Deseable)
Automatización de procesos con n8n (Deseable)
Funciones:
Desarrollar en Java y desarrollar microservicios.",Lima,Remoto
Analista Programador,"REQUISITOS:
ü Profesional bachiller o egresado de Ingeniería de sistema,Informática
ü con amplio compromiso responsabilidad
ü Edad 26 - 40 años
EXPERIENCIA LABORAL:
ü Contar con 3 años como mínimo Analista Programador de sistemas informáticos en .NET y JAVA (desarrollador)
ü Experiencia en desarrollo Front End con sólidas habilidades en JavaScript,
ü Haber laborado en empresas de rubro industriales y Servicios Hospitalarios.( clínicas , MINSA),
ü Conocimientos Funcional de ERP : SAP , Spring.
ü Conocimiento de Innovación tecnológica servicios médicos.
FUNCIONES:
ü Desarrollar y realizar mantenimiento a los Sistemas de la organización corporativa
ü Manejo de BD SQL, ( Intermedio/ Avanzado)
ü Realizar mejoras y ser participe en los proyectos del cambio del ERP
ü Crear, dar mantenimiento y actualizar las bases de datos de los sistemas
ü Analizar los requerimientos de los sistemas bajo demanda de prioridades
ü Elaborar informes según lo solicite el cliente interno o jefe inmediato.
ü Ser comunicativo y analítico con los clientes internos de la organización.
ü Establecer mejoras de innovación a los sistemas actuales en la institución de salud corporativa.
ü Trabajo presencial",Lima,Presencial
Senior React Developer,"Información Importante
Ubicación del cliente: Lima, Perú
Modalidad de trabajo: Híbrido (2 veces por semana en oficina)

Resumen del puesto
Como un Senior React Developer (17657), formarás parte de un equipo tecnológico y ágil altamente calificado por respaldar y desarrollar soluciones de vanguardia para cumplir con los requisitos de nuestro negocio. Nos ayudará a acelerar los resultados empresariales de nuestros clientes mediante la innovación de productos digitales de vanguardia.
Responsabilidades y Funciones
Desarrollar y mantener aplicaciones frontend escalables utilizando ReactJS con TypeScript, asegurando integración eficiente con APIs REST y un manejo óptimo del estado global (Redux, Context API, Zustand o React Query).
Garantizar una experiencia de usuario de alto nivel aplicando principios de diseño UX/UI, manteniendo buenas prácticas en estilos (SASS/SCSS/LESS) y asegurando la calidad del código mediante pruebas unitarias con Jest y React Testing Library.
Colaborar en la arquitectura y despliegue continuo del frontend, trabajando con Git/GitLab, pipelines de CI/CD y contribuyendo en la definición de arquitecturas modernas (SPA, Microfrontend, MVC) con soporte de herramientas de analítica web.
Requisitos y Habilidades
Egresados de sistemas, desarrollo o afines con +5 años de experiencia.
Dominio de ReactJs y Typescript
Manejo de estado usando Redux, Context Api, Zustand o ReactQuery
NextJs o Gatsby
Integración con APIs REST
Preprocesadores CSS (SASS/SCSS/LESS)
Diseño UX/UI
Web analytics (Google o Adobe analytics, Page tagging)
Unit tests (Jest, React Testing library)
Git, Github/GitLab
CI/CD (Jenkins, Gitlab pipelines)
Arquitectura frontend (MVC, SPA, Microfrontend)
Acerca de Encora
Encora es el socio preferido de ingeniería digital y modernización de algunas de las principales empresas del mundo y empresas nativas digitales. Con más de 9,000 expertos en 47+ oficinas y laboratorios de innovación en todo el mundo, las prácticas tecnológicas de Encora incluyen Ingeniería y Desarrollo de Productos, Servicios en la Nube, Ingeniería de Calidad, DevSecOps, Datos y Análisis, Experiencia Digital, Ciberseguridad e Ingeniería de IA y LLM.
En Encora, contratamos profesionales únicamente en función de sus habilidades y calificaciones, y no discriminamos en función de la edad, discapacidad, religión, género, orientación sexual, estado socioeconómico o nacionalidad.",Magdalena del Mar,Híbrido
Frontend Developer - Angular,"En Experis Perú buscamos al mejor talento para sumarse a los desafíos de la era digital y llevar su carrera a un siguiente nivel. Por ello, te invitamos a que formes parte del reto como FRONTEND DEVELOPER en el rubro Farmacéutico:
FRONTEND DEVELOPER
Requisitos para postular al cargo:
Profesional de las carreras de Ingeniería de sistemas, informática o afines.
Experiencia mayor a 4 años en Angular 13+
Experiencia en Estructura Documento HTML (DOM), Integración de pasarelas de pago.
Experiencia en Desarrollo Responsive & Mobile-First.
Manejo de Arquitectura Modular / Web Components
Funciones principales del puesto:
Construir la parte visual y funcional de una aplicación web con la que los usuarios interactúan directamente, utilizando el framework Angular junto con HTML, CSS y TypeScript.
Dividir el código en unidades reutilizables y bien definidas (componentes) para mantener la aplicación organizada y facilitar el desarrollo.
Asegurar que las aplicaciones web sean rápidas y eficientes, mejorando la velocidad de carga y la capacidad de respuesta.
Identificar y corregir errores en el código para garantizar que la aplicación funcione correctamente, y realizar pruebas para verificar que cumpla con los requisitos.
Crear aplicaciones web que funcionen en diferentes plataformas, incluyendo web, móvil y escritorio.
La empresa ofrece al candidato seleccionado
Únete a una empresa líder a nivel global
Planilla Completa",Lima,Remoto
Soporte Jr y Sr de Plataforma BMC Helix Remedy,"Somos una empresa de Soluciones Digitales y Servicios de TI con 30 años de experiencia en el mercado. Contamos con más de 8 mil colaboradores en Latinoamérica, Estados Unidos y Europa.
Te invitamos a ser parte de nuestro equipo ocupando el cargo de: Analista de Soporte
Requisitos indispensables:
Experiencia en soporte y seguimiento de incidentes y problemas
Conocimiento en BMC Helix y herramientas relacionadas
Capacidad para colaborar en la resolución y escalado de casos",La Victoria,Presencial
Practicante pre profesional de automatización,"🌟 ¡LANZA TU CARRERA EN TECNOLOGÍA CON NOSOTROS! 🌟
En Canvia estamos buscando un(a) Practicante pre profesional de automatización con ganas de aprender, aportar y crecer en una empresa que lidera la transformación digital en el país. 💻🚀
👨‍💻 ¿Qué harás en el día a día?
Usar herramientas de automatización
Automatizar procesos internos
Documentar procesos, flujos y buenas prácticas para asegurar continuidad operativa.
Apoyo en desarrollo de software y automatizaciones
🎓 ¿Qué perfil buscamos?
Egresado(a) técnico o universitario(a) en carreras afines a Tecnología de la Información.
Con iniciativa, buena comunicación, ganas de aprender y vocación de servicio.
Modalidad: Remoto
🕒 Horario: Lunes a viernes 9am - 6pm
Te ofrecemos:
Subvención de acuerdo a ley
Seguro FOLA
Planilla de acuerdo a ley
Dia libre en tu cumpleaños
🚀 ¡Esta es tu oportunidad de entrar al mundo TI con un equipo que te impulsa desde el primer día!
📩 Postula ya y sé parte de una cultura que valora tu talento, tu desarrollo y tu energía para crear soluciones reales.",Cercado De Lima,Remoto
